,Player,Club,Age,Position,Nation,Value,Contract Years Left
375,Marten de Roon,Atalanta BC,30,midfield,Netherlands,20700000.0,3
376,Konstantinos Manolas,SSC Napoli,30,Defender,Greece,20700000.0,3
377,Ramy Bensebaini,Borussia Mönchengladbach,26,Defender,Algeria,19800000.0,2
378,Robin Le Normand,Real Sociedad,24,Defender,France,19800000.0,3
379,Jonathan Tah,Bayer 04 Leverkusen,25,Defender,Germany,19800000.0,2
380,Alassane Plea,Borussia Mönchengladbach,28,attack,France,19800000.0,2
381,Nahitan Nández,Cagliari Calcio,25,midfield,Uruguay,19800000.0,3
382,Dwight McNeil,Burnley FC,21,attack,England,19800000.0,3
383,Christoph Baumgartner,TSG 1899 Hoffenheim,22,midfield,Austria,19800000.0,4
384,Nicolás González,ACF Fiorentina,23,attack,Argentina,19800000.0,5
385,Joachim Andersen,Crystal Palace,25,Defender,Denmark,19800000.0,5
386,Orel Mangala,VfB Stuttgart,23,midfield,Belgium,19800000.0,3
387,Patrick Bamford,Leeds United,27,attack,England,19800000.0,1
388,Callum Wilson,Newcastle United,29,attack,England,19800000.0,3
389,Danny Ings,Aston Villa,29,attack,England,19800000.0,3
390,Eric Dier,Tottenham Hotspur,27,Defender,England,19800000.0,3
391,Allan,Everton FC,30,midfield,Brazil,19800000.0,2
392,Matty Cash,Aston Villa,24,Defender,England,19800000.0,4
393,Arkadiusz Milik,Olympique Marseille,27,attack,Poland,19800000.0,1
394,Jeff Reine-Adélaïde,Olympique Lyon,23,midfield,France,19800000.0,3
395,Gabriel Martinelli,Arsenal FC,20,attack,Brazil,19800000.0,3
396,Granit Xhaka,Arsenal FC,28,midfield,Switzerland,19800000.0,2
397,Leandro Paredes,Paris Saint-Germain,27,midfield,Argentina,19800000.0,2
398,Bernd Leno,Arsenal FC,29,Goalkeeper,Germany,19800000.0,2
399,Patson Daka,Leicester City,22,attack,Zambia,19800000.0,5
400,Patson Daka,Leicester City,22,attack,Zambia,19800000.0,5
401,Jesse Lingard,Manchester United,28,midfield,England,19800000.0,1
402,Fred,Manchester United,28,midfield,Brazil,19800000.0,2
403,Berat Djimsiti,Atalanta BC,28,Defender,Albania,19800000.0,2
404,Kasper Dolberg,OGC Nice,23,attack,Denmark,19800000.0,3
405,Alex Iwobi,Everton FC,25,attack,Nigeria,19800000.0,3
406,Saïd Benrahma,West Ham United,26,attack,Algeria,19800000.0,5
407,Guido Rodríguez,Real Betis Balompié,27,midfield,Argentina,19800000.0,3
408,Dean Henderson,Manchester United,24,Goalkeeper,England,19800000.0,4
409,Steven Bergwijn,Tottenham Hotspur,23,attack,Netherlands,19800000.0,4
410,Sasa Kalajdzic,VfB Stuttgart,24,attack,Austria,19800000.0,2
411,Francisco Trincão,Wolverhampton Wanderers,21,attack,Portugal,19800000.0,1
412,Paco Alcácer,Villarreal CF,27,attack,Spain,19800000.0,4
413,Paco Alcácer,Villarreal CF,27,attack,Spain,19800000.0,4
414,Manuel Lazzari,SS Lazio,27,midfield,Italy,18900000.0,3
415,Yussuf Poulsen,RB Leipzig,27,attack,Denmark,18900000.0,3
416,Samuel Chukwueze,Villarreal CF,22,attack,Nigeria,18000000.0,2
417,Zeki Celik,LOSC Lille,24,Defender,Turkey,18000000.0,2
418,Tyler Adams,RB Leipzig,22,midfield,United States,18000000.0,4
419,Ross Barkley,Chelsea FC,27,midfield,England,18000000.0,2
420,Benjamin Mendy,Manchester City,27,Defender,France,18000000.0,2
421,Gerson,Olympique Marseille,24,midfield,Brazil,18000000.0,5
422,Diego Llorente,Leeds United,28,Defender,Spain,18000000.0,3
423,Tiemoué Bakayoko,Chelsea FC,26,midfield,France,18000000.0,1
424,Hamed Junior Traorè,US Sassuolo,21,midfield,Cote d'Ivoire,18000000.0,3
425,Hamed Junior Traorè,US Sassuolo,21,midfield,Cote d'Ivoire,18000000.0,3
426,Lucas Alario,Bayer 04 Leverkusen,28,attack,Argentina,18000000.0,3
427,Emil Forsberg,RB Leipzig,29,attack,Sweden,18000000.0,4
428,Kieran Trippier,Atlético de Madrid,30,Defender,England,18000000.0,2
429,Neal Maupay,Brighton &amp; Hove Albion,25,attack,France,18000000.0,2
430,Jérémie Boga,US Sassuolo,24,attack,Cote d'Ivoire,18000000.0,1
431,Sergio Canales,Real Betis Balompié,30,midfield,Spain,18000000.0,2
432,Illan Meslier,Leeds United,21,Goalkeeper,France,18000000.0,5
433,Mattéo Guendouzi,Olympique Marseille,22,midfield,France,18000000.0,1
434,Kelechi Iheanacho,Leicester City,24,attack,Nigeria,18000000.0,3
435,André Gomes,Everton FC,28,midfield,Portugal,18000000.0,3
436,Yusuf Yazici,LOSC Lille,24,midfield,Turkey,18000000.0,3
437,Miralem Pjanić,FC Barcelona,31,midfield,Bosnia-Herzegovina,18000000.0,3
438,Serge Aurier,Tottenham Hotspur,28,Defender,Cote d'Ivoire,18000000.0,1
439,Jordi Alba,FC Barcelona,32,Defender,Spain,18000000.0,3
440,Musa Barrow,Bologna FC 1909,22,attack,The Gambia,18000000.0,3
441,Takehiro Tomiyasu,Bologna FC 1909,22,Defender,Japan,18000000.0,3
442,Eric García,FC Barcelona,20,Defender,Spain,18000000.0,5
443,Renato Tapia,Celta de Vigo,26,midfield,Peru,18000000.0,3
444,Renato Tapia,Celta de Vigo,26,midfield,Peru,18000000.0,3
445,Alex Meret,SSC Napoli,24,Goalkeeper,Italy,18000000.0,2
446,Alex Sandro,Juventus FC,30,Defender,Brazil,18000000.0,2
447,Mikkel Damsgaard,UC Sampdoria,21,attack,Denmark,18000000.0,3
448,Mikkel Damsgaard,UC Sampdoria,21,attack,Denmark,18000000.0,3
449,Alex Telles,Manchester United,28,Defender,Brazil,18000000.0,3
450,Jordan Henderson,Liverpool FC,31,midfield,England,18000000.0,2
451,Danilo,Juventus FC,30,Defender,Brazil,18000000.0,3
452,Corentin Tolisso,Bayern Munich,27,midfield,France,18000000.0,1
453,Yeray Álvarez,Athletic Bilbao,26,Defender,Spain,18000000.0,5
454,Iñigo Martínez,Athletic Bilbao,30,Defender,Spain,18000000.0,2
455,Iñigo Martínez,Athletic Bilbao,30,Defender,Spain,18000000.0,2
456,Unai Núñez,Athletic Bilbao,24,Defender,Spain,18000000.0,4
457,Unai Simón,Athletic Bilbao,24,Goalkeeper,Spain,18000000.0,4
458,Lucas Torreira,Arsenal FC,25,midfield,Uruguay,18000000.0,2
459,Luka Jovic,Real Madrid,23,attack,Serbia,18000000.0,4
460,Julian Brandt,Borussia Dortmund,25,midfield,Germany,18000000.0,3
461,Mason Holgate,Everton FC,24,Defender,England,18000000.0,4
462,Yerry Mina,Everton FC,26,Defender,Colombia,18000000.0,2
463,Moussa Dembélé,Olympique Lyon,25,attack,France,18000000.0,2
464,Moussa Dembélé,Olympique Lyon,25,attack,France,18000000.0,2
465,Harry Winks,Tottenham Hotspur,25,midfield,England,18000000.0,3
466,Harry Winks,Tottenham Hotspur,25,midfield,England,18000000.0,3
467,Mauro Arambarri,Getafe CF,25,midfield,Uruguay,18000000.0,2
468,Gaetano Castrovilli,ACF Fiorentina,24,midfield,Italy,18000000.0,3
469,Ché Adams,Southampton FC,25,attack,Scotland,18000000.0,3
470,Alfonso Pedraza,Villarreal CF,25,Defender,Spain,18000000.0,4
471,Eberechi Eze,Crystal Palace,23,midfield,England,18000000.0,4
472,Bertrand Traoré,Aston Villa,25,attack,Burkina Faso,18000000.0,3
473,Igor Zubeldia,Real Sociedad,24,midfield,Spain,18000000.0,3
474,Julian Draxler,Paris Saint-Germain,27,attack,Germany,18000000.0,3
475,Alessio Cragno,Cagliari Calcio,27,Goalkeeper,Italy,18000000.0,3
476,Juan Musso,Atalanta BC,27,Goalkeeper,Argentina,18000000.0,4
477,Martín Zubimendi,Real Sociedad,22,midfield,Spain,18000000.0,4
478,Ángel Di María,Paris Saint-Germain,33,attack,Argentina,18000000.0,1
479,Suso,Sevilla FC,27,attack,Spain,18000000.0,4
480,Danilo Pereira,Paris Saint-Germain,29,midfield,Portugal,18000000.0,4
481,Álex Remiro,Real Sociedad,26,Goalkeeper,Spain,18000000.0,2
482,Portu,Real Sociedad,29,attack,Spain,18000000.0,3
483,Marc Cucurella,Getafe CF,23,midfield,Spain,18000000.0,3
484,Matteo Pessina,Atalanta BC,24,midfield,Italy,18000000.0,4
485,Joakim Maehle,Atalanta BC,24,Defender,Denmark,17100000.0,4
486,Josko Gvardiol,RB Leipzig,19,Defender,Croatia,17100000.0,5
487,Maximilian Arnold,VfL Wolfsburg,27,midfield,Germany,17100000.0,5
488,Youssoufa Moukoko,Borussia Dortmund,16,attack,Germany,16200000.0,2
489,Cengiz Ünder,Olympique Marseille,24,attack,Turkey,16200000.0,1
490,Dan-Axel Zagadou,Borussia Dortmund,22,Defender,France,16200000.0,1
491,Gareth Bale,Real Madrid,32,attack,Wales,16200000.0,1
492,William Saliba,Olympique Marseille,20,Defender,France,16200000.0,1
493,Rodrigo,Leeds United,30,attack,Spain,16200000.0,3
494,Rob Holding,Arsenal FC,25,Defender,England,16200000.0,3
495,Alexis Saelemaekers,AC Milan,22,attack,Belgium,16200000.0,3
496,Kyle Walker-Peters,Southampton FC,24,Defender,England,16200000.0,4
497,Kyle Walker-Peters,Southampton FC,24,Defender,England,16200000.0,4
498,Jannik Vestergaard,Leicester City,29,Defender,Denmark,16200000.0,3
499,Sander Berge,Sheffield United,23,midfield,Norway,16200000.0,3
500,Manuel Neuer,Bayern Munich,35,Goalkeeper,Germany,16200000.0,2
501,Daniel James,Manchester United,23,attack,Wales,16200000.0,3
502,Emile Smith Rowe,Arsenal FC,21,midfield,England,16200000.0,5
503,Martin Hinteregger,Eintracht Frankfurt,28,Defender,Austria,16200000.0,3
504,Isco,Real Madrid,29,midfield,Spain,16200000.0,1
505,Djené,Getafe CF,29,Defender,Togo,16200000.0,2
506,Amad Diallo,Manchester United,19,attack,Cote d'Ivoire,16200000.0,4
507,Ruben Loftus-Cheek,Chelsea FC,25,midfield,England,16200000.0,3
508,Alex Oxlade-Chamberlain,Liverpool FC,28,midfield,England,16200000.0,2
509,Tom Davies,Everton FC,23,midfield,England,16200000.0,2
510,Tom Davies,Everton FC,23,midfield,England,16200000.0,2
511,Mohamed Simakan,RB Leipzig,21,Defender,France,16200000.0,5
512,Yangel Herrera,Manchester City,23,midfield,Venezuela,16200000.0,3
513,Bryan Cristante,AS Roma,26,midfield,Italy,16200000.0,3
514,Willian José,Real Sociedad,29,attack,Brazil,16200000.0,3
515,Florian Grillitsch,TSG 1899 Hoffenheim,26,midfield,Austria,16200000.0,1
516,Tariq Lamptey,Brighton &amp; Hove Albion,20,Defender,England,16200000.0,4
517,Adam Armstrong,Southampton FC,24,attack,England,16200000.0,4
518,Rayan Aït Nouri,Wolverhampton Wanderers,20,Defender,France,16200000.0,5
519,Rayan Aït Nouri,Wolverhampton Wanderers,20,Defender,France,16200000.0,5
520,Joel Matip,Liverpool FC,30,Defender,Cameroon,16200000.0,3
521,Dennis Praet,Leicester City,27,midfield,Belgium,16200000.0,3
522,Pablo Fornals,West Ham United,25,midfield,Spain,16200000.0,3
523,Sergio Agüero,FC Barcelona,33,attack,Argentina,16200000.0,2
524,João Pedro,Cagliari Calcio,29,attack,Brazil,16200000.0,2
525,Gelson Martins,AS Monaco,26,attack,Portugal,16200000.0,3
526,Nadiem Amiri,Bayer 04 Leverkusen,24,midfield,Germany,16200000.0,3
527,Krépin Diatta,AS Monaco,22,attack,Senegal,16200000.0,4
528,Issa Diop,West Ham United,24,Defender,France,16200000.0,2
529,Issa Diop,West Ham United,24,Defender,France,16200000.0,2
530,Nathan Redmond,Southampton FC,27,attack,England,16200000.0,2
531,Luiz Felipe,SS Lazio,24,Defender,Brazil,16200000.0,1
532,Ryan Sessegnon,Tottenham Hotspur,21,midfield,England,16200000.0,4
533,Hans Hateboer,Atalanta BC,27,Defender,Netherlands,16200000.0,2
534,Kerem Demirbay,Bayer 04 Leverkusen,28,midfield,Germany,16200000.0,3
535,Riqui Puig,FC Barcelona,22,midfield,Spain,16200000.0,2
536,Adam Webster,Brighton &amp; Hove Albion,26,Defender,England,16200000.0,5
537,David de Gea,Manchester United,30,Goalkeeper,Spain,16200000.0,2
538,Ayoze Pérez,Leicester City,28,attack,Spain,16200000.0,2
539,Bono,Sevilla FC,30,Goalkeeper,Morocco,16200000.0,3
540,Bono,Sevilla FC,30,Goalkeeper,Morocco,16200000.0,3
541,Sergi Roberto,FC Barcelona,29,midfield,Spain,16200000.0,1
542,Sergi Roberto,FC Barcelona,29,midfield,Spain,16200000.0,1
543,Axel Disasi,AS Monaco,23,Defender,France,16200000.0,4
544,Miguel Almirón,Newcastle United,27,midfield,Paraguay,15750000.0,3
545,Alphonse Areola,West Ham United,28,Goalkeeper,France,15300000.0,1
546,Alphonse Areola,West Ham United,28,Goalkeeper,France,15300000.0,1
547,Rafael Borré,Eintracht Frankfurt,25,attack,Colombia,15300000.0,4
548,Maxence Caqueret,Olympique Lyon,21,midfield,France,15300000.0,2
549,Harry Wilson,Fulham FC,24,attack,Wales,15300000.0,5
550,Robin Koch,Leeds United,25,Defender,Germany,15300000.0,3
551,Pierluigi Gollini,Tottenham Hotspur,26,Goalkeeper,Italy,15300000.0,1
552,Pierluigi Gollini,Tottenham Hotspur,26,Goalkeeper,Italy,15300000.0,1
553,Eljif Elmas,SSC Napoli,21,midfield,North Macedonia,15300000.0,4
554,Eljif Elmas,SSC Napoli,21,midfield,North Macedonia,15300000.0,4
555,Matt Targett,Aston Villa,25,Defender,England,15300000.0,4
556,Leandro Trossard,Brighton &amp; Hove Albion,26,attack,Belgium,15300000.0,2
557,Joelinton,Newcastle United,25,attack,Brazil,15300000.0,4
558,James Justin,Leicester City,23,Defender,England,15300000.0,3
559,Gonzalo Montiel,Sevilla FC,24,Defender,Argentina,15300000.0,5
560,Bartlomiej Dragowski,ACF Fiorentina,23,Goalkeeper,Poland,14400000.0,2
561,Bartlomiej Dragowski,ACF Fiorentina,23,Goalkeeper,Poland,14400000.0,2
562,Juan Cuadrado,Juventus FC,33,Defender,Colombia,14400000.0,1
563,Matt Doherty,Tottenham Hotspur,29,Defender,Ireland,14400000.0,3
564,Aleksandar Mitrovic,Fulham FC,26,attack,Serbia,14400000.0,3
565,Jeremiah St. Juste,1.FSV Mainz 05,24,Defender,Netherlands,14400000.0,2
566,Juan Bernat,Paris Saint-Germain,28,Defender,Spain,14400000.0,4
567,Joe Willock,Newcastle United,21,midfield,England,14400000.0,6
568,Diego Demme,SSC Napoli,29,midfield,Germany,14400000.0,3
569,Diego Demme,SSC Napoli,29,midfield,Germany,14400000.0,3
570,Ben Davies,Tottenham Hotspur,28,Defender,Wales,14400000.0,4
571,Ben Davies,Tottenham Hotspur,28,Defender,Wales,14400000.0,3
572,Ben Davies,Tottenham Hotspur,28,Defender,Wales,14400000.0,3
573,Ben Davies,Liverpool FC,26,Defender,England,2700000.0,4
574,Ben Davies,Liverpool FC,26,Defender,England,2700000.0,3
575,Ben Davies,Liverpool FC,26,Defender,England,2700000.0,3
576,Felix Uduokhai,FC Augsburg,23,Defender,Germany,14400000.0,3
577,Roland Sallai,SC Freiburg,24,attack,Hungary,14400000.0,fail
578,Roland Sallai,SC Freiburg,24,attack,Hungary,14400000.0,fail
579,Borna Sosa,VfB Stuttgart,23,Defender,Croatia,14400000.0,4
580,Alexander Sörloth,RB Leipzig,25,attack,Norway,14400000.0,4
581,Willi Orban,RB Leipzig,28,Defender,Hungary,14400000.0,4
582,Sofiane Diop,AS Monaco,21,midfield,France,14400000.0,2
583,Ainsley Maitland-Niles,Arsenal FC,23,midfield,England,14400000.0,2
584,Ainsley Maitland-Niles,Arsenal FC,23,midfield,England,14400000.0,2
585,Ihlas Bebou,TSG 1899 Hoffenheim,27,attack,Togo,14400000.0,2
586,Denzel Dumfries,Inter Milan,25,midfield,Netherlands,14400000.0,4
587,Youssouf Fofana,AS Monaco,22,midfield,France,14400000.0,3
588,Youssouf Fofana,AS Monaco,22,midfield,France,14400000.0,3
589,Erik Lamela,Sevilla FC,29,attack,Argentina,14400000.0,3
590,Jonas Hofmann,Borussia Mönchengladbach,29,attack,Germany,14400000.0,2
591,Breel Embolo,Borussia Mönchengladbach,24,attack,Switzerland,14400000.0,2
592,Morgan Sanson,Aston Villa,26,midfield,France,14400000.0,4
593,Léo Dubois,Olympique Lyon,26,Defender,France,14400000.0,3
594,Andy Delort,Montpellier HSC,29,attack,Algeria,14400000.0,3
595,Lucas Tousart,Hertha BSC,24,midfield,France,14400000.0,4
596,Reinier,Borussia Dortmund,19,midfield,Brazil,14400000.0,1
597,Eddie Nketiah,Arsenal FC,22,attack,England,14400000.0,1
598,Mahmoud Dahoud,Borussia Dortmund,25,midfield,Germany,14400000.0,2
599,Matheus Henrique,US Sassuolo,23,midfield,Brazil,13500000.0,1
600,Rafael Tolói,Atalanta BC,30,Defender,Italy,13500000.0,2
601,Yeremi Pino,Villarreal CF,18,attack,Spain,13500000.0,3
602,Luis Suárez,Atlético de Madrid,34,attack,Uruguay,13500000.0,1
603,Luis Suárez,Atlético de Madrid,34,attack,Uruguay,13500000.0,4
604,Luis Suárez,Granada CF,23,attack,Colombia,9000000.0,1
605,Luis Suárez,Granada CF,23,attack,Colombia,9000000.0,4
606,Marcos Acuña,Sevilla FC,29,Defender,Argentina,13500000.0,3
607,Álex Berenguer,Athletic Bilbao,26,attack,Spain,13500000.0,3
608,Jorge de Frutos,Levante UD,24,attack,Spain,13500000.0,4
609,Enis Bardhi,Levante UD,26,midfield,North Macedonia,13500000.0,1
610,Henrikh Mkhitaryan,AS Roma,32,midfield,Armenia,13500000.0,1
611,Aritz Elustondo,Real Sociedad,27,Defender,Spain,13500000.0,3
612,Santi Mina,Celta de Vigo,25,attack,Spain,13500000.0,3
613,Sofyan Amrabat,ACF Fiorentina,24,midfield,Morocco,13500000.0,3
614,Geoffrey Kondogbia,Atlético de Madrid,28,midfield,Central African Republic,13500000.0,3
615,Geoffrey Kondogbia,Atlético de Madrid,28,midfield,Central African Republic,13500000.0,3
616,Pervis Estupiñán,Villarreal CF,23,Defender,Ecuador,13500000.0,6
617,Lucas Vázquez,Real Madrid,30,attack,Spain,13500000.0,3
618,Gabriel Paulista,Valencia CF,30,Defender,Brazil,13500000.0,3
619,Ander Barrenetxea,Real Sociedad,19,attack,Spain,13500000.0,6
620,Yunus Musah,Valencia CF,18,attack,United States,13500000.0,5
621,Nemanja Maksimovic,Getafe CF,26,midfield,Serbia,13500000.0,3
622,Andrea Petagna,SSC Napoli,26,attack,Italy,13500000.0,3
623,Gianluca Scamacca,US Sassuolo,22,attack,Italy,13500000.0,4
624,Carles Aleñá,Getafe CF,23,midfield,Spain,13500000.0,5
625,Razvan Marin,Cagliari Calcio,25,midfield,Romania,13500000.0,4
626,Brahim Díaz,AC Milan,22,midfield,Spain,13500000.0,2
627,Aleksey Miranchuk,Atalanta BC,25,midfield,Russia,13500000.0,3
628,Giacomo Raspadori,US Sassuolo,21,attack,Italy,13500000.0,3
629,William Carvalho,Real Betis Balompié,29,midfield,Portugal,13500000.0,2
630,William Carvalho,Real Betis Balompié,29,midfield,Portugal,13500000.0,2
631,Roberto Gagliardini,Inter Milan,27,midfield,Italy,13500000.0,2
632,Federico Bernardeschi,Juventus FC,27,attack,Italy,13500000.0,1
633,Gonzalo Villar,AS Roma,23,midfield,Spain,13500000.0,3
634,José Campaña,Levante UD,28,midfield,Spain,13500000.0,2
635,Rafinha,Paris Saint-Germain,28,midfield,Brazil,13500000.0,2
636,Rafinha,Paris Saint-Germain,28,midfield,Brazil,13500000.0,2
637,Conor Gallagher,Crystal Palace,21,midfield,England,13500000.0,1
638,Nick Pope,Burnley FC,29,Goalkeeper,England,13500000.0,2
639,Jean-Philippe Gbamin,Everton FC,25,midfield,Cote d'Ivoire,13500000.0,3
640,Benjamin André,LOSC Lille,31,midfield,France,13500000.0,2
641,Krzysztof Piatek,Hertha BSC,26,attack,Poland,13500000.0,4
642,Youcef Atal,OGC Nice,25,Defender,Algeria,13500000.0,2
643,Eric Bailly,Manchester United,27,Defender,Cote d'Ivoire,13500000.0,3
644,Jonny Otto,Wolverhampton Wanderers,27,Defender,Spain,13500000.0,4
645,Ibrahima Diallo,Southampton FC,22,midfield,France,13500000.0,3
646,Ibrahima Diallo,Southampton FC,22,midfield,France,13500000.0,3
647,Thomas Delaney,Borussia Dortmund,29,midfield,Denmark,13500000.0,1
648,Karl Toko Ekambi,Olympique Lyon,28,attack,Cameroon,13500000.0,3
649,Djibril Sow,Eintracht Frankfurt,24,midfield,Switzerland,13500000.0,3
650,Michael Olise,Crystal Palace,19,midfield,France,13500000.0,5
651,Gaëtan Laborde,Montpellier HSC,27,attack,France,13500000.0,2
652,Jack Harrison,Leeds United,24,attack,England,13500000.0,3
653,Thiago Mendes,Olympique Lyon,29,midfield,Brazil,13500000.0,2
654,Thiago Mendes,Olympique Lyon,29,midfield,Brazil,13500000.0,2
655,Benjamin Bourigeaud,Stade Rennais FC,27,midfield,France,13500000.0,2
656,Mattia Zaccagni,Hellas Verona,26,midfield,Italy,13500000.0,1
657,Baptiste Santamaria,SC Freiburg,26,midfield,France,13500000.0,fail
658,Harvey Elliott,Liverpool FC,18,attack,England,13500000.0,5
659,Harvey Elliott,Liverpool FC,18,attack,England,13500000.0,5
660,Riccardo Orsolini,Bologna FC 1909,24,attack,Italy,13500000.0,3
661,Riccardo Orsolini,Bologna FC 1909,24,attack,Italy,13500000.0,3
662,Sean Longstaff,Newcastle United,23,midfield,England,13500000.0,1
663,Idrissa Gueye,Paris Saint-Germain,31,midfield,Senegal,13500000.0,2
664,Óscar Mingueza,FC Barcelona,22,Defender,Spain,13500000.0,2
665,Jamal Lewis,Newcastle United,23,Defender,Northern Ireland,13500000.0,4
666,Ethan Ampadu,Chelsea FC,20,Defender,Wales,13500000.0,2
667,Moussa Niakhaté,1.FSV Mainz 05,25,Defender,France,13500000.0,2
668,Philipp Lienhart,SC Freiburg,25,Defender,Austria,12600000.0,3
669,Myron Boadu,AS Monaco,20,attack,Netherlands,12600000.0,5
670,Willy Boly,Wolverhampton Wanderers,30,Defender,Cote d'Ivoire,12600000.0,2
671,Koen Casteels,VfL Wolfsburg,29,Goalkeeper,Belgium,12600000.0,3
672,Rolando Mandragora,Torino FC,24,midfield,Italy,12600000.0,1
673,Anthony Lopes,Olympique Lyon,30,Goalkeeper,Portugal,12600000.0,2
674,Amadou Diawara,AS Roma,24,midfield,Guinea,12600000.0,3
675,Amadou Diawara,AS Roma,24,midfield,Guinea,12600000.0,3
676,Boulaye Dia,Villarreal CF,24,attack,Senegal,12600000.0,5
677,John Anthony Brooks,VfL Wolfsburg,28,Defender,United States,12600000.0,1
678,Thomas Strakosha,SS Lazio,26,Goalkeeper,Albania,12600000.0,1
679,Borja Mayoral,AS Roma,24,attack,Spain,12600000.0,1
680,Brais Méndez,Celta de Vigo,24,attack,Spain,12600000.0,3
681,Diadié Samassékou,TSG 1899 Hoffenheim,25,midfield,Mali,12600000.0,3
682,Valentin Rongier,Olympique Marseille,26,midfield,France,12600000.0,3
683,Valentin Rongier,Olympique Marseille,26,midfield,France,12600000.0,3
684,Marcel Halstenberg,RB Leipzig,29,Defender,Germany,12600000.0,1
685,Antonin Barak,Hellas Verona,26,midfield,Czech Republic,12600000.0,fail
686,Emerson,Chelsea FC,27,Defender,Italy,12600000.0,1
687,Calvin Stengs,OGC Nice,22,attack,Netherlands,12600000.0,5
