Player,Club,Age,Position,Nation,Value,Contract Years Left,League
Patrick Bamford,Leeds United,27,attack,England,19800000.0,1,Premier League
Callum Wilson,Newcastle United,29,attack,England,19800000.0,3,Premier League
Danny Ings,Aston Villa,29,attack,England,19800000.0,3,Premier League
Eric Dier,Tottenham Hotspur,27,Defender,England,19800000.0,3,Premier League
Allan,Everton FC,30,midfield,Brazil,19800000.0,2,Premier League
Matty Cash,Aston Villa,24,Defender,England,19800000.0,4,Premier League
Arkadiusz Milik,Olympique Marseille,27,attack,Poland,19800000.0,1,Ligue 1
Jeff Reine-Adélaïde,Olympique Lyon,23,midfield,France,19800000.0,3,Ligue 1
Gabriel Martinelli,Arsenal FC,20,attack,Brazil,19800000.0,3,Premier League
Granit Xhaka,Arsenal FC,28,midfield,Switzerland,19800000.0,2,Premier League
Leandro Paredes,Paris Saint-Germain,27,midfield,Argentina,19800000.0,2,Ligue 1
Bernd Leno,Arsenal FC,29,Goalkeeper,Germany,19800000.0,2,Premier League
Patson Daka,Leicester City,22,attack,Zambia,19800000.0,5,Premier League
Jesse Lingard,Manchester United,28,midfield,England,19800000.0,1,Premier League
Fred,Manchester United,28,midfield,Brazil,19800000.0,2,Premier League
Berat Djimsiti,Atalanta BC,28,Defender,Albania,19800000.0,2,Serie A
Kasper Dolberg,OGC Nice,23,attack,Denmark,19800000.0,3,Ligue 1
Alex Iwobi,Everton FC,25,attack,Nigeria,19800000.0,3,Premier League
Saïd Benrahma,West Ham United,26,attack,Algeria,19800000.0,5,Premier League
Guido Rodríguez,Real Betis Balompié,27,midfield,Argentina,19800000.0,3,La Liga
Dean Henderson,Manchester United,24,Goalkeeper,England,19800000.0,4,Premier League
Steven Bergwijn,Tottenham Hotspur,23,attack,Netherlands,19800000.0,4,Premier League
Sasa Kalajdzic,VfB Stuttgart,24,attack,Austria,19800000.0,2,Bundesliga
Francisco Trincão,Wolverhampton Wanderers,21,attack,Portugal,19800000.0,1,Premier League
Paco Alcácer,Villarreal CF,27,attack,Spain,19800000.0,4,La Liga
Manuel Lazzari,SS Lazio,27,midfield,Italy,18900000.0,3,Serie A
Yussuf Poulsen,RB Leipzig,27,attack,Denmark,18900000.0,3,Bundesliga
Samuel Chukwueze,Villarreal CF,22,attack,Nigeria,18000000.0,2,La Liga
Zeki Celik,LOSC Lille,24,Defender,Turkey,18000000.0,2,Ligue 1
Tyler Adams,RB Leipzig,22,midfield,United States,18000000.0,4,Bundesliga
Ross Barkley,Chelsea FC,27,midfield,England,18000000.0,2,Premier League
Benjamin Mendy,Manchester City,27,Defender,France,18000000.0,2,Premier League
Gerson,Olympique Marseille,24,midfield,Brazil,18000000.0,5,Ligue 1
Diego Llorente,Leeds United,28,Defender,Spain,18000000.0,3,Premier League
Tiemoué Bakayoko,Chelsea FC,26,midfield,France,18000000.0,1,Premier League
Hamed Junior Traorè,US Sassuolo,21,midfield,Cote d'Ivoire,18000000.0,3,Serie A
Lucas Alario,Bayer 04 Leverkusen,28,attack,Argentina,18000000.0,3,Bundesliga
Emil Forsberg,RB Leipzig,29,attack,Sweden,18000000.0,4,Bundesliga
Kieran Trippier,Atlético de Madrid,30,Defender,England,18000000.0,2,La Liga
Neal Maupay,Brighton &amp; Hove Albion,25,attack,France,18000000.0,2,Premier League
Jérémie Boga,US Sassuolo,24,attack,Cote d'Ivoire,18000000.0,1,Serie A
Sergio Canales,Real Betis Balompié,30,midfield,Spain,18000000.0,2,La Liga
Illan Meslier,Leeds United,21,Goalkeeper,France,18000000.0,5,Premier League
Mattéo Guendouzi,Olympique Marseille,22,midfield,France,18000000.0,1,Ligue 1
Kelechi Iheanacho,Leicester City,24,attack,Nigeria,18000000.0,3,Premier League
André Gomes,Everton FC,28,midfield,Portugal,18000000.0,3,Premier League
Yusuf Yazici,LOSC Lille,24,midfield,Turkey,18000000.0,3,Ligue 1
Miralem Pjanić,FC Barcelona,31,midfield,Bosnia-Herzegovina,18000000.0,3,La Liga
Serge Aurier,Tottenham Hotspur,28,Defender,Cote d'Ivoire,18000000.0,1,Premier League
Jordi Alba,FC Barcelona,32,Defender,Spain,18000000.0,3,La Liga
Musa Barrow,Bologna FC 1909,22,attack,The Gambia,18000000.0,3,Serie A
Takehiro Tomiyasu,Bologna FC 1909,22,Defender,Japan,18000000.0,3,Serie A
Eric García,FC Barcelona,20,Defender,Spain,18000000.0,5,La Liga
Renato Tapia,Celta de Vigo,26,midfield,Peru,18000000.0,3,La Liga
Alex Meret,SSC Napoli,24,Goalkeeper,Italy,18000000.0,2,Serie A
Alex Sandro,Juventus FC,30,Defender,Brazil,18000000.0,2,Serie A
Mikkel Damsgaard,UC Sampdoria,21,attack,Denmark,18000000.0,3,Serie A
Alex Telles,Manchester United,28,Defender,Brazil,18000000.0,3,Premier League
Jordan Henderson,Liverpool FC,31,midfield,England,18000000.0,2,Premier League
Danilo,Juventus FC,30,Defender,Brazil,18000000.0,3,Serie A
Corentin Tolisso,Bayern Munich,27,midfield,France,18000000.0,1,Bundesliga
Yeray Álvarez,Athletic Bilbao,26,Defender,Spain,18000000.0,5,La Liga
Iñigo Martínez,Athletic Bilbao,30,Defender,Spain,18000000.0,2,La Liga
Unai Núñez,Athletic Bilbao,24,Defender,Spain,18000000.0,4,La Liga
Unai Simón,Athletic Bilbao,24,Goalkeeper,Spain,18000000.0,4,La Liga
Lucas Torreira,Arsenal FC,25,midfield,Uruguay,18000000.0,2,Premier League
Luka Jovic,Real Madrid,23,attack,Serbia,18000000.0,4,La Liga
Julian Brandt,Borussia Dortmund,25,midfield,Germany,18000000.0,3,Bundesliga
Mason Holgate,Everton FC,24,Defender,England,18000000.0,4,Premier League
Yerry Mina,Everton FC,26,Defender,Colombia,18000000.0,2,Premier League
Moussa Dembélé,Olympique Lyon,25,attack,France,18000000.0,2,Ligue 1
Harry Winks,Tottenham Hotspur,25,midfield,England,18000000.0,3,Premier League
Mauro Arambarri,Getafe CF,25,midfield,Uruguay,18000000.0,2,La Liga
Gaetano Castrovilli,ACF Fiorentina,24,midfield,Italy,18000000.0,3,Serie A
Ché Adams,Southampton FC,25,attack,Scotland,18000000.0,3,Premier League
Alfonso Pedraza,Villarreal CF,25,Defender,Spain,18000000.0,4,La Liga
Eberechi Eze,Crystal Palace,23,midfield,England,18000000.0,4,Premier League
Bertrand Traoré,Aston Villa,25,attack,Burkina Faso,18000000.0,3,Premier League
Igor Zubeldia,Real Sociedad,24,midfield,Spain,18000000.0,3,La Liga
Julian Draxler,Paris Saint-Germain,27,attack,Germany,18000000.0,3,Ligue 1
Alessio Cragno,Cagliari Calcio,27,Goalkeeper,Italy,18000000.0,3,Serie A
Juan Musso,Atalanta BC,27,Goalkeeper,Argentina,18000000.0,4,Serie A
Martín Zubimendi,Real Sociedad,22,midfield,Spain,18000000.0,4,La Liga
Ángel Di María,Paris Saint-Germain,33,attack,Argentina,18000000.0,1,Ligue 1
Suso,Sevilla FC,27,attack,Spain,18000000.0,4,La Liga
Danilo Pereira,Paris Saint-Germain,29,midfield,Portugal,18000000.0,4,Ligue 1
Álex Remiro,Real Sociedad,26,Goalkeeper,Spain,18000000.0,2,La Liga
Portu,Real Sociedad,29,attack,Spain,18000000.0,3,La Liga
Marc Cucurella,Getafe CF,23,midfield,Spain,18000000.0,3,La Liga
Matteo Pessina,Atalanta BC,24,midfield,Italy,18000000.0,4,Serie A
Joakim Maehle,Atalanta BC,24,Defender,Denmark,17100000.0,4,Serie A
Josko Gvardiol,RB Leipzig,19,Defender,Croatia,17100000.0,5,Bundesliga
Maximilian Arnold,VfL Wolfsburg,27,midfield,Germany,17100000.0,5,Bundesliga
Youssoufa Moukoko,Borussia Dortmund,16,attack,Germany,16200000.0,2,Bundesliga
Cengiz Ünder,Olympique Marseille,24,attack,Turkey,16200000.0,1,Ligue 1
Dan-Axel Zagadou,Borussia Dortmund,22,Defender,France,16200000.0,1,Bundesliga
Gareth Bale,Real Madrid,32,attack,Wales,16200000.0,1,La Liga
William Saliba,Olympique Marseille,20,Defender,France,16200000.0,1,Ligue 1
Rodrigo,Leeds United,30,attack,Spain,16200000.0,3,Premier League
Rob Holding,Arsenal FC,25,Defender,England,16200000.0,3,Premier League
Alexis Saelemaekers,AC Milan,22,attack,Belgium,16200000.0,3,Serie A
Kyle Walker-Peters,Southampton FC,24,Defender,England,16200000.0,4,Premier League
Jannik Vestergaard,Leicester City,29,Defender,Denmark,16200000.0,3,Premier League
Sander Berge,Sheffield United,23,midfield,Norway,16200000.0,3,Premier League
Manuel Neuer,Bayern Munich,35,Goalkeeper,Germany,16200000.0,2,Bundesliga
Daniel James,Manchester United,23,attack,Wales,16200000.0,3,Premier League
Emile Smith Rowe,Arsenal FC,21,midfield,England,16200000.0,5,Premier League
Martin Hinteregger,Eintracht Frankfurt,28,Defender,Austria,16200000.0,3,Bundesliga
Isco,Real Madrid,29,midfield,Spain,16200000.0,1,La Liga
Djené,Getafe CF,29,Defender,Togo,16200000.0,2,La Liga
Amad Diallo,Manchester United,19,attack,Cote d'Ivoire,16200000.0,4,Premier League
Ruben Loftus-Cheek,Chelsea FC,25,midfield,England,16200000.0,3,Premier League
Alex Oxlade-Chamberlain,Liverpool FC,28,midfield,England,16200000.0,2,Premier League
Tom Davies,Everton FC,23,midfield,England,16200000.0,2,Premier League
Mohamed Simakan,RB Leipzig,21,Defender,France,16200000.0,5,Bundesliga
Yangel Herrera,Manchester City,23,midfield,Venezuela,16200000.0,3,Premier League
Bryan Cristante,AS Roma,26,midfield,Italy,16200000.0,3,Serie A
Willian José,Real Sociedad,29,attack,Brazil,16200000.0,3,La Liga
Florian Grillitsch,TSG 1899 Hoffenheim,26,midfield,Austria,16200000.0,1,Bundesliga
Tariq Lamptey,Brighton &amp; Hove Albion,20,Defender,England,16200000.0,4,Premier League
Adam Armstrong,Southampton FC,24,attack,England,16200000.0,4,Premier League
Rayan Aït Nouri,Wolverhampton Wanderers,20,Defender,France,16200000.0,5,Premier League
Joel Matip,Liverpool FC,30,Defender,Cameroon,16200000.0,3,Premier League
Dennis Praet,Leicester City,27,midfield,Belgium,16200000.0,3,Premier League
Pablo Fornals,West Ham United,25,midfield,Spain,16200000.0,3,Premier League
Sergio Agüero,FC Barcelona,33,attack,Argentina,16200000.0,2,La Liga
João Pedro,Cagliari Calcio,29,attack,Brazil,16200000.0,2,Serie A
Gelson Martins,AS Monaco,26,attack,Portugal,16200000.0,3,Ligue 1
Nadiem Amiri,Bayer 04 Leverkusen,24,midfield,Germany,16200000.0,3,Bundesliga
Krépin Diatta,AS Monaco,22,attack,Senegal,16200000.0,4,Ligue 1
Issa Diop,West Ham United,24,Defender,France,16200000.0,2,Premier League
Nathan Redmond,Southampton FC,27,attack,England,16200000.0,2,Premier League
Luiz Felipe,SS Lazio,24,Defender,Brazil,16200000.0,1,Serie A
Ryan Sessegnon,Tottenham Hotspur,21,midfield,England,16200000.0,4,Premier League
Hans Hateboer,Atalanta BC,27,Defender,Netherlands,16200000.0,2,Serie A
Kerem Demirbay,Bayer 04 Leverkusen,28,midfield,Germany,16200000.0,3,Bundesliga
Riqui Puig,FC Barcelona,22,midfield,Spain,16200000.0,2,La Liga
Adam Webster,Brighton &amp; Hove Albion,26,Defender,England,16200000.0,5,Premier League
David de Gea,Manchester United,30,Goalkeeper,Spain,16200000.0,2,Premier League
Ayoze Pérez,Leicester City,28,attack,Spain,16200000.0,2,Premier League
Bono,Sevilla FC,30,Goalkeeper,Morocco,16200000.0,3,La Liga
Sergi Roberto,FC Barcelona,29,midfield,Spain,16200000.0,1,La Liga
Axel Disasi,AS Monaco,23,Defender,France,16200000.0,4,Ligue 1
Miguel Almirón,Newcastle United,27,midfield,Paraguay,15750000.0,3,Premier League
Alphonse Areola,West Ham United,28,Goalkeeper,France,15300000.0,1,Premier League
Rafael Borré,Eintracht Frankfurt,25,attack,Colombia,15300000.0,4,Bundesliga
Maxence Caqueret,Olympique Lyon,21,midfield,France,15300000.0,2,Ligue 1
Harry Wilson,Fulham FC,24,attack,Wales,15300000.0,5,Premier League
Robin Koch,Leeds United,25,Defender,Germany,15300000.0,3,Premier League
Pierluigi Gollini,Tottenham Hotspur,26,Goalkeeper,Italy,15300000.0,1,Premier League
Eljif Elmas,SSC Napoli,21,midfield,North Macedonia,15300000.0,4,Serie A
Matt Targett,Aston Villa,25,Defender,England,15300000.0,4,Premier League
Leandro Trossard,Brighton &amp; Hove Albion,26,attack,Belgium,15300000.0,2,Premier League
Joelinton,Newcastle United,25,attack,Brazil,15300000.0,4,Premier League
James Justin,Leicester City,23,Defender,England,15300000.0,3,Premier League
Gonzalo Montiel,Sevilla FC,24,Defender,Argentina,15300000.0,5,La Liga
Bartlomiej Dragowski,ACF Fiorentina,23,Goalkeeper,Poland,14400000.0,2,Serie A
Juan Cuadrado,Juventus FC,33,Defender,Colombia,14400000.0,1,Serie A
Matt Doherty,Tottenham Hotspur,29,Defender,Ireland,14400000.0,3,Premier League
Aleksandar Mitrovic,Fulham FC,26,attack,Serbia,14400000.0,3,Premier League
Jeremiah St. Juste,1.FSV Mainz 05,24,Defender,Netherlands,14400000.0,2,Bundesliga
Juan Bernat,Paris Saint-Germain,28,Defender,Spain,14400000.0,4,Ligue 1
Joe Willock,Newcastle United,21,midfield,England,14400000.0,6,Premier League
Diego Demme,SSC Napoli,29,midfield,Germany,14400000.0,3,Serie A
Ben Davies,Tottenham Hotspur,28,Defender,Wales,14400000.0,4,Premier League
Ben Davies,Tottenham Hotspur,28,Defender,Wales,14400000.0,3,Premier League
Ben Davies,Liverpool FC,26,Defender,England,2700000.0,4,Premier League
Ben Davies,Liverpool FC,26,Defender,England,2700000.0,3,Premier League
Felix Uduokhai,FC Augsburg,23,Defender,Germany,14400000.0,3,Bundesliga
Roland Sallai,SC Freiburg,24,attack,Hungary,14400000.0,fail,Bundesliga
Borna Sosa,VfB Stuttgart,23,Defender,Croatia,14400000.0,4,Bundesliga
Alexander Sörloth,RB Leipzig,25,attack,Norway,14400000.0,4,Bundesliga
Willi Orban,RB Leipzig,28,Defender,Hungary,14400000.0,4,Bundesliga
Sofiane Diop,AS Monaco,21,midfield,France,14400000.0,2,Ligue 1
Ainsley Maitland-Niles,Arsenal FC,23,midfield,England,14400000.0,2,Premier League
Ihlas Bebou,TSG 1899 Hoffenheim,27,attack,Togo,14400000.0,2,Bundesliga
Denzel Dumfries,Inter Milan,25,midfield,Netherlands,14400000.0,4,Serie A
Youssouf Fofana,AS Monaco,22,midfield,France,14400000.0,3,Ligue 1
Erik Lamela,Sevilla FC,29,attack,Argentina,14400000.0,3,La Liga
Jonas Hofmann,Borussia Mönchengladbach,29,attack,Germany,14400000.0,2,Bundesliga
Breel Embolo,Borussia Mönchengladbach,24,attack,Switzerland,14400000.0,2,Bundesliga
Morgan Sanson,Aston Villa,26,midfield,France,14400000.0,4,Premier League
Léo Dubois,Olympique Lyon,26,Defender,France,14400000.0,3,Ligue 1
Andy Delort,Montpellier HSC,29,attack,Algeria,14400000.0,3,Ligue 1
Lucas Tousart,Hertha BSC,24,midfield,France,14400000.0,4,Bundesliga
Reinier,Borussia Dortmund,19,midfield,Brazil,14400000.0,1,Bundesliga
Eddie Nketiah,Arsenal FC,22,attack,England,14400000.0,1,Premier League
Mahmoud Dahoud,Borussia Dortmund,25,midfield,Germany,14400000.0,2,Bundesliga
Matheus Henrique,US Sassuolo,23,midfield,Brazil,13500000.0,1,Serie A
Rafael Tolói,Atalanta BC,30,Defender,Italy,13500000.0,2,Serie A
Yeremi Pino,Villarreal CF,18,attack,Spain,13500000.0,3,La Liga
Luis Suárez,Atlético de Madrid,34,attack,Uruguay,13500000.0,1,La Liga
Luis Suárez,Atlético de Madrid,34,attack,Uruguay,13500000.0,4,La Liga
Luis Suárez,Granada CF,23,attack,Colombia,9000000.0,1,La Liga
Luis Suárez,Granada CF,23,attack,Colombia,9000000.0,4,La Liga
Marcos Acuña,Sevilla FC,29,Defender,Argentina,13500000.0,3,La Liga
Álex Berenguer,Athletic Bilbao,26,attack,Spain,13500000.0,3,La Liga
Jorge de Frutos,Levante UD,24,attack,Spain,13500000.0,4,La Liga
Enis Bardhi,Levante UD,26,midfield,North Macedonia,13500000.0,1,La Liga
Henrikh Mkhitaryan,AS Roma,32,midfield,Armenia,13500000.0,1,Serie A
Aritz Elustondo,Real Sociedad,27,Defender,Spain,13500000.0,3,La Liga
Santi Mina,Celta de Vigo,25,attack,Spain,13500000.0,3,La Liga
Sofyan Amrabat,ACF Fiorentina,24,midfield,Morocco,13500000.0,3,Serie A
Geoffrey Kondogbia,Atlético de Madrid,28,midfield,Central African Republic,13500000.0,3,La Liga
Pervis Estupiñán,Villarreal CF,23,Defender,Ecuador,13500000.0,6,La Liga
Lucas Vázquez,Real Madrid,30,attack,Spain,13500000.0,3,La Liga
Gabriel Paulista,Valencia CF,30,Defender,Brazil,13500000.0,3,La Liga
Ander Barrenetxea,Real Sociedad,19,attack,Spain,13500000.0,6,La Liga
Yunus Musah,Valencia CF,18,attack,United States,13500000.0,5,La Liga
Nemanja Maksimovic,Getafe CF,26,midfield,Serbia,13500000.0,3,La Liga
Andrea Petagna,SSC Napoli,26,attack,Italy,13500000.0,3,Serie A
Gianluca Scamacca,US Sassuolo,22,attack,Italy,13500000.0,4,Serie A
Carles Aleñá,Getafe CF,23,midfield,Spain,13500000.0,5,La Liga
Razvan Marin,Cagliari Calcio,25,midfield,Romania,13500000.0,4,Serie A
Brahim Díaz,AC Milan,22,midfield,Spain,13500000.0,2,Serie A
Aleksey Miranchuk,Atalanta BC,25,midfield,Russia,13500000.0,3,Serie A
Giacomo Raspadori,US Sassuolo,21,attack,Italy,13500000.0,3,Serie A
William Carvalho,Real Betis Balompié,29,midfield,Portugal,13500000.0,2,La Liga
Roberto Gagliardini,Inter Milan,27,midfield,Italy,13500000.0,2,Serie A
Federico Bernardeschi,Juventus FC,27,attack,Italy,13500000.0,1,Serie A
Gonzalo Villar,AS Roma,23,midfield,Spain,13500000.0,3,Serie A
José Campaña,Levante UD,28,midfield,Spain,13500000.0,2,La Liga
Rafinha,Paris Saint-Germain,28,midfield,Brazil,13500000.0,2,Ligue 1
Conor Gallagher,Crystal Palace,21,midfield,England,13500000.0,1,Premier League
Nick Pope,Burnley FC,29,Goalkeeper,England,13500000.0,2,Premier League
Jean-Philippe Gbamin,Everton FC,25,midfield,Cote d'Ivoire,13500000.0,3,Premier League
Benjamin André,LOSC Lille,31,midfield,France,13500000.0,2,Ligue 1
Krzysztof Piatek,Hertha BSC,26,attack,Poland,13500000.0,4,Bundesliga
Youcef Atal,OGC Nice,25,Defender,Algeria,13500000.0,2,Ligue 1
Eric Bailly,Manchester United,27,Defender,Cote d'Ivoire,13500000.0,3,Premier League
Jonny Otto,Wolverhampton Wanderers,27,Defender,Spain,13500000.0,4,Premier League
Ibrahima Diallo,Southampton FC,22,midfield,France,13500000.0,3,Premier League
Thomas Delaney,Borussia Dortmund,29,midfield,Denmark,13500000.0,1,Bundesliga
Karl Toko Ekambi,Olympique Lyon,28,attack,Cameroon,13500000.0,3,Ligue 1
Djibril Sow,Eintracht Frankfurt,24,midfield,Switzerland,13500000.0,3,Bundesliga
Michael Olise,Crystal Palace,19,midfield,France,13500000.0,5,Premier League
Gaëtan Laborde,Montpellier HSC,27,attack,France,13500000.0,2,Ligue 1
Jack Harrison,Leeds United,24,attack,England,13500000.0,3,Premier League
Thiago Mendes,Olympique Lyon,29,midfield,Brazil,13500000.0,2,Ligue 1
Benjamin Bourigeaud,Stade Rennais FC,27,midfield,France,13500000.0,2,Ligue 1
Mattia Zaccagni,Hellas Verona,26,midfield,Italy,13500000.0,1,Serie A
Baptiste Santamaria,SC Freiburg,26,midfield,France,13500000.0,fail,Bundesliga
Harvey Elliott,Liverpool FC,18,attack,England,13500000.0,5,Premier League
Riccardo Orsolini,Bologna FC 1909,24,attack,Italy,13500000.0,3,Serie A
Sean Longstaff,Newcastle United,23,midfield,England,13500000.0,1,Premier League
Idrissa Gueye,Paris Saint-Germain,31,midfield,Senegal,13500000.0,2,Ligue 1
Óscar Mingueza,FC Barcelona,22,Defender,Spain,13500000.0,2,La Liga
Jamal Lewis,Newcastle United,23,Defender,Northern Ireland,13500000.0,4,Premier League
Ethan Ampadu,Chelsea FC,20,Defender,Wales,13500000.0,2,Premier League
Moussa Niakhaté,1.FSV Mainz 05,25,Defender,France,13500000.0,2,Bundesliga
Philipp Lienhart,SC Freiburg,25,Defender,Austria,12600000.0,3,Bundesliga
Myron Boadu,AS Monaco,20,attack,Netherlands,12600000.0,5,Ligue 1
Willy Boly,Wolverhampton Wanderers,30,Defender,Cote d'Ivoire,12600000.0,2,Premier League
Koen Casteels,VfL Wolfsburg,29,Goalkeeper,Belgium,12600000.0,3,Bundesliga
Rolando Mandragora,Torino FC,24,midfield,Italy,12600000.0,1,Serie A
Anthony Lopes,Olympique Lyon,30,Goalkeeper,Portugal,12600000.0,2,Ligue 1
Amadou Diawara,AS Roma,24,midfield,Guinea,12600000.0,3,Serie A
Boulaye Dia,Villarreal CF,24,attack,Senegal,12600000.0,5,La Liga
John Anthony Brooks,VfL Wolfsburg,28,Defender,United States,12600000.0,1,Bundesliga
Thomas Strakosha,SS Lazio,26,Goalkeeper,Albania,12600000.0,1,Serie A
Borja Mayoral,AS Roma,24,attack,Spain,12600000.0,1,Serie A
Brais Méndez,Celta de Vigo,24,attack,Spain,12600000.0,3,La Liga
Diadié Samassékou,TSG 1899 Hoffenheim,25,midfield,Mali,12600000.0,3,Bundesliga
Valentin Rongier,Olympique Marseille,26,midfield,France,12600000.0,3,Ligue 1
Marcel Halstenberg,RB Leipzig,29,Defender,Germany,12600000.0,1,Bundesliga
Antonin Barak,Hellas Verona,26,midfield,Czech Republic,12600000.0,fail,Serie A
Emerson,Chelsea FC,27,Defender,Italy,12600000.0,1,Premier League
Calvin Stengs,OGC Nice,22,attack,Netherlands,12600000.0,5,Ligue 1
Aaron Ramsey,Juventus FC,30,midfield,Wales,12600000.0,2,Serie A
Emil Audero,UC Sampdoria,24,Goalkeeper,Italy,12600000.0,5,Serie A
Justin Kluivert,OGC Nice,22,attack,Netherlands,12600000.0,1,Ligue 1
Amir Rrahmani,SSC Napoli,27,Defender,Kosovo,12600000.0,3,Serie A
Anwar El Ghazi,Aston Villa,26,attack,Netherlands,11700000.0,2,Premier League
Jamaal Lascelles,Newcastle United,27,Defender,England,11700000.0,3,Premier League
Moussa Djenepo,Southampton FC,23,attack,Mali,11700000.0,2,Premier League
Ander Herrera,Paris Saint-Germain,32,midfield,Spain,11700000.0,3,Ligue 1
Óliver Torres,Sevilla FC,26,midfield,Spain,11700000.0,3,La Liga
Wesley,Aston Villa,24,attack,Brazil,11700000.0,3,Premier League
